N,se.N,lcl.N,ucl.N,var,grid,trip,grid.n,trip.no,valley,control,Valley,year,month,cum.seed,seed.account.N,log.seed,valley.rep,grid.rats,Conditions,grouping.1,grouping.2,grouping.3,grouping.4,true.date,treat.six
2.07396,1.1312552541268772,1,5,"N[12,1]",egl M1,12,1,12,egl,control,egl,2002,May,5.092946269416858,2.455662727061688,0.706969094393563,egl,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,egl control rats.removed
1.87758,1.0535847112936036,1,5,"N[13,1]",egl M1,13,1,13,egl,control,egl,2002,Nov,5.092946269416858,2.712505602646416,0.706969094393563,egl,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,egl control rats.removed
2.80218,1.3119014399600495,1,5,"N[14,1]",egl M1,14,1,14,egl,control,egl,2003,Feb,0,0,0,egl,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,egl control rats.removed
9.129566666666667,2.75412473336071,6,16,"N[15,1]",egl M1,15,1,15,egl,control,egl,2003,May,20.371785077667433,2.231407669330866,1.3090290857215254,egl,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-05-01,egl control rats.removed
19.763746666666666,4.437318517730396,14,31,"N[16,1]",egl M1,16,1,16,egl,control,egl,2003,Aug,25.46473134708429,1.2884566765892038,1.4059390987295817,egl,M1,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2003-08-01,egl control rats.removed
16.424626666666665,3.3984264774508572,12,25,"N[17,1]",egl M1,17,1,17,egl,control,egl,2003,Nov,25.46473134708429,1.5503994010874094,1.4059390987295817,egl,M1,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2003-11-01,egl control rats.removed
46.92537333333333,5.856348649635333,38,61,"N[18,1]",egl M1,18,1,18,egl,control,egl,2004,Feb,0,0,0,egl,M1,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-02-01,egl control rats.removed
12.733273333333333,1.7571200305502466,11,17,"N[19,1]",egl M1,19,1,19,egl,control,egl,2004,May,0,0,0,egl,M1,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-05-01,egl control rats.removed
5.077413333333333,1.416608821926241,4,9,"N[20,1]",egl M1,20,1,20,egl,control,egl,2004,Aug,0,0,0,egl,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-08-01,egl control rats.removed
3.0208733333333333,1.3450686594694268,1,5,"N[1,5]",hol M1,1,5,1,hol,no control,hol,1999,May,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-05-01,hol no control rats.removed
2.8780333333333332,1.2995776460973556,1,5,"N[2,5]",hol M1,2,5,2,hol,no control,hol,1999,Aug,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-08-01,hol no control rats.removed
5.76638,1.076572999071351,5,9,"N[3,5]",hol M1,3,5,3,hol,no control,hol,1999,Nov,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-11-01,hol no control rats.removed
5.8326666666666664,1.8577645789542592,4,11,"N[4,5]",hol M1,4,5,4,hol,no control,hol,2000,Feb,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2000-02-01,hol no control rats.removed
8.043293333333333,2.095155114016279,6,13,"N[5,5]",hol M1,5,5,5,hol,no control,hol,2000,May,66.20830150241915,8.231491599098606,1.8209124467003996,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2000-05-01,hol no control rats.removed
17.49784,5.277075672306683,10,31,"N[6,5]",hol M1,6,5,6,hol,no control,hol,2000,Aug,81.48714031066972,4.6569828224895025,1.9110890770494877,hol,M1,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-08-01,hol no control rats.removed
23.4858,2.076240295620532,21,29,"N[7,5]",hol M1,7,5,7,hol,no control,hol,2000,Nov,86.58008658008657,3.686486582534407,1.9374180157718368,hol,M1,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-11-01,hol no control rats.removed
12.592233333333333,2.3266218214433176,10,18,"N[8,5]",hol M1,8,5,8,hol,no control,hol,2001,Feb,0,0,0,hol,M1,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,hol no control rats.removed
12.565913333333333,2.335479635732901,10,18,"N[9,5]",hol M1,9,5,9,hol,no control,hol,2001,May,0,0,0,hol,M1,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-05-01,hol no control rats.removed
3.665366666666667,1.5555888481857876,2,7,"N[10,5]",hol M1,10,5,10,hol,no control,hol,2001,Aug,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,hol no control rats.removed
0.5788733333333334,0.9042258833491457,0,3,"N[11,5]",hol M1,11,5,11,hol,no control,hol,2001,Nov,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,hol no control rats.removed
0.42862,0.7919442805136543,0,3,"N[12,5]",hol M1,12,5,12,hol,no control,hol,2002,May,0,0,0,hol,M1,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,hol no control rats.removed
26.70027333333333,6.9963955188099485,14,39,"N[1,2]",egl M2,1,2,1,egl,control,egl,1999,May,1787.624140565317,66.95152960601341,3.252276210859387,egl,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,1999-05-01,egl control rats.removed
153.48146,22.53885777058066,106,187,"N[2,2]",egl M2,2,2,2,egl,control,egl,1999,Aug,2464.985994397759,16.060480493199368,3.3918144560379755,egl,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,1999-08-01,egl control rats.removed
83.8898,12.293559160687039,65,113,"N[3,2]",egl M2,3,2,3,egl,control,egl,1999,Nov,2510.8225108225106,29.930009498443326,3.399816013670793,egl,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,1999-11-01,egl control rats.removed
20.627593333333333,5.623192220014107,13,35,"N[4,2]",egl M2,4,2,4,egl,control,egl,2000,Feb,0,0,0,egl,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-02-01,egl control rats.removed
21.843086666666668,4.469286076762425,12,28,"N[5,2]",egl M2,5,2,5,egl,control,egl,2000,May,2648.332060096766,121.24349001179469,3.422972438028362,egl,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-05-01,egl control rats.removed
174.07516666666666,28.043033823937975,119,221,"N[6,2]",egl M2,6,2,6,egl,control,egl,2000,Aug,3290.0432900432897,18.900130059006827,3.517201612388647,egl,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,2000-08-01,egl control rats.removed
137.72989333333334,24.773079214306687,98,195,"N[7,2]",egl M2,7,2,7,egl,control,egl,2000,Nov,3386.80926916221,24.590226472952157,3.5297907396966677,egl,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,2000-11-01,egl control rats.removed
14.899906666666666,3.788499748294105,10,25,"N[8,2]",egl M2,8,2,8,egl,control,egl,2001,Feb,30.557677616501145,2.050863693318514,1.4851203447772066,egl,M2,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,egl control rats.removed
4.385373333333333,1.5835816299854633,3,9,"N[9,2]",egl M2,9,2,9,egl,control,egl,2001,May,30.557677616501145,6.968090352589019,1.4851203447772066,egl,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-05-01,egl control rats.removed
1.43442,1.4076004899097834,0,5,"N[10,2]",egl M2,10,2,10,egl,control,egl,2001,Aug,40.743570155334865,28.40421226372671,1.6100590813855067,egl,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,egl control rats.removed
1.2519333333333333,1.3262005834747648,0,5,"N[11,2]",egl M2,11,2,11,egl,control,egl,2001,Nov,40.743570155334865,32.54452059907466,1.6100590813855067,egl,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,egl control rats.removed
0.5977066666666667,0.9450322893226494,0,3,"N[12,2]",egl M2,12,2,12,egl,control,egl,2002,May,0,0,0,egl,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,egl control rats.removed
42.61306,11.464575018127316,26,71,"N[1,6]",hol M2,1,6,1,hol,no control,hol,1999,May,25.46473134708429,0.5975804447529535,1.4059390987295817,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,1999-05-01,hol no control rats.removed
25.13298,6.516061646423848,16,41,"N[2,6]",hol M2,2,6,2,hol,no control,hol,1999,Aug,30.557677616501145,1.2158398095451135,1.4851203447772066,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,1999-08-01,hol no control rats.removed
13.6169,2.3001209374818057,11,19,"N[3,6]",hol M2,3,6,3,hol,no control,hol,1999,Nov,30.557677616501145,2.244099436472409,1.4851203447772066,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,1999-11-01,hol no control rats.removed
16.860606666666666,4.38366333964156,9,24,"N[4,6]",hol M2,4,6,4,hol,no control,hol,2000,Feb,81.48714031066973,4.832989815945911,1.9110890770494877,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-02-01,hol no control rats.removed
64.4446,15.033625784865128,41,100,"N[5,6]",hol M2,5,6,5,hol,no control,hol,2000,May,514.3875732111027,7.9818568694832885,2.711290468176206,hol,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,2000-05-01,hol no control rats.removed
75.02348,10.760072206261407,59,100,"N[6,6]",hol M2,6,6,6,hol,no control,hol,2000,Aug,804.6855105678635,10.725782256006566,2.905626181347986,hol,M2,rats.removed,treat.highN,treat.highN,treat.highN,treat.highN,2000-08-01,hol no control rats.removed
39.25085333333333,5.39090094671033,31,52,"N[7,6]",hol M2,7,6,7,hol,no control,hol,2000,Nov,814.8714031066972,20.760603500425738,2.9110890770494877,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2000-11-01,hol no control rats.removed
40.30028,4.889168090247812,33,52,"N[8,6]",hol M2,8,6,8,hol,no control,hol,2001,Feb,0,0,0,hol,M2,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,hol no control rats.removed
33.51210666666667,4.7634320292397225,27,45,"N[9,6]",hol M2,9,6,9,hol,no control,hol,2001,May,0,0,0,hol,M2,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-05-01,hol no control rats.removed
14.373746666666667,1.4818034285170536,13,18,"N[10,6]",hol M2,10,6,10,hol,no control,hol,2001,Aug,0,0,0,hol,M2,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-08-01,hol no control rats.removed
1.7581333333333333,1.497400680161303,0,5,"N[11,6]",hol M2,11,6,11,hol,no control,hol,2001,Nov,5.092946269416858,2.8967918262267887,0.706969094393563,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,hol no control rats.removed
1.1710733333333334,1.2836477578757077,0,4,"N[12,6]",hol M2,12,6,12,hol,no control,hol,2002,May,0,0,0,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,hol no control rats.removed
0.72806,1.0114191957468792,0,3,"N[13,6]",hol M2,13,6,13,hol,control,hol,2002,Nov,0,0,0,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,hol control rats.removed
1.8226866666666666,1.0255536684596607,1,5,"N[14,6]",hol M2,14,6,14,hol,control,hol,2003,Feb,0,0,0,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,hol control rats.removed
6.1585,2.11842889935128,4,12,"N[15,6]",hol M2,15,6,15,hol,control,hol,2003,May,402.34275528393175,65.33129094486186,2.6045961856840045,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-05-01,hol control rats.removed
17.658673333333333,5.117616376133656,11,31,"N[16,6]",hol M2,16,6,16,hol,control,hol,2003,Aug,473.64400305576777,26.82217367720911,2.675452042947498,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2003-08-01,hol control rats.removed
20.39181333333333,3.7869994174261694,15,30,"N[17,6]",hol M2,17,6,17,hol,control,hol,2003,Nov,473.64400305576777,23.227164515160062,2.675452042947498,hol,M2,rats.removed,treat.lowN,treat.highN,treat.highN,treat.highN,2003-11-01,hol control rats.removed
25.95118666666667,2.7999052701152287,22,33,"N[18,6]",hol M2,18,6,18,hol,control,hol,2004,Feb,0,0,0,hol,M2,rats.removed,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-02-01,hol control rats.removed
9.535453333333333,0.8656027127244527,9,12,"N[19,6]",hol M2,19,6,19,hol,control,hol,2004,May,0,0,0,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-05-01,hol control rats.removed
3.7418533333333333,1.1596533665116313,3,7,"N[20,6]",hol M2,20,6,20,hol,control,hol,2004,Aug,25.46473134708429,6.805379334416534,1.4059390987295817,hol,M2,rats.removed,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-08-01,hol control rats.removed
33.61365333333333,9.300138683751937,19,54,"N[1,3]",egl MR1,1,3,1,egl,control,egl,1999,May,600.9676597911892,17.878677269371174,2.778851101699688,egl,MR1,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,1999-05-01,egl control rats.present
115.63863333333333,22.13840994426176,82,169,"N[2,3]",egl MR1,2,3,2,egl,control,egl,1999,Aug,656.9900687547747,5.681406376197586,2.817558804692812,egl,MR1,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,1999-08-01,egl control rats.present
66.47212666666667,11.098364034180163,50,93,"N[3,3]",egl MR1,3,3,3,egl,control,egl,1999,Nov,656.9900687547747,9.883692634799228,2.817558804692812,egl,MR1,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,1999-11-01,egl control rats.present
21.757226666666668,6.201679142037535,13,38,"N[4,3]",egl MR1,4,3,4,egl,control,egl,2000,Feb,25.46473134708429,1.1704033669924363,1.4059390987295817,egl,MR1,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-02-01,egl control rats.present
59.65592,14.370253963712445,37,91,"N[5,3]",egl MR1,5,3,5,egl,control,egl,2000,May,1410.7461166284697,23.648048955216343,3.149448863458012,egl,MR1,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-05-01,egl control rats.present
95.62779333333333,18.141378381883943,61,126,"N[6,3]",egl MR1,6,3,6,egl,control,egl,2000,Aug,1874.2042271454036,19.59894881828362,3.272816913067081,egl,MR1,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-08-01,egl control rats.present
135.19084666666666,17.223336547795682,107,174,"N[7,3]",egl MR1,7,3,7,egl,control,egl,2000,Nov,1930.2266361089892,14.277790868994652,3.2856083043616353,egl,MR1,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-11-01,egl control rats.present
17.184313333333332,3.774756096365186,12,27,"N[8,3]",egl MR1,8,3,8,egl,control,egl,2001,Feb,10.185892538833716,0.5927436459783119,1.0079990900575442,egl,MR1,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,egl control rats.present
12.308946666666667,2.8509377655074317,9,20,"N[9,3]",egl MR1,9,3,9,egl,control,egl,2001,May,10.185892538833716,0.8275194307582546,1.0079990900575442,egl,MR1,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-05-01,egl control rats.present
3.2570733333333335,1.4036190493144713,2,7,"N[10,3]",egl MR1,10,3,10,egl,control,egl,2001,Aug,10.185892538833716,3.1273144619096844,1.0079990900575442,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,egl control rats.present
1.1439333333333332,1.2554522571400402,0,4,"N[11,3]",egl MR1,11,3,11,egl,control,egl,2001,Nov,15.278838808250574,13.356406674267651,1.1840903491132255,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,egl control rats.present
0.7696933333333333,1.0401823810361948,0,4,"N[12,3]",egl MR1,12,3,12,egl,control,egl,2002,May,5.092946269416858,6.6168512170434,0.706969094393563,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,egl control rats.present
0.5596733333333334,0.880161495323789,0,3,"N[13,3]",egl MR1,13,3,13,egl,control,egl,2002,Nov,5.092946269416858,9.099855158515428,0.706969094393563,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,egl control rats.present
0.96716,1.177833087922572,0,4,"N[14,3]",egl MR1,14,3,14,egl,control,egl,2003,Feb,0,0,0,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,egl control rats.present
2.2531333333333334,1.2115774710497653,1,5,"N[15,3]",egl MR1,15,3,15,egl,control,egl,2003,May,20.371785077667433,9.041535525786651,1.3090290857215254,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-05-01,egl control rats.present
7.575826666666667,1.7176155908635886,6,12,"N[16,3]",egl MR1,16,3,16,egl,control,egl,2003,Aug,25.46473134708429,3.3613138826325164,1.4059390987295817,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-08-01,egl control rats.present
9.66766,3.394563341305503,5,18,"N[17,3]",egl MR1,17,3,17,egl,control,egl,2003,Nov,25.46473134708429,2.6340118857183943,1.4059390987295817,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-11-01,egl control rats.present
28.63568,3.586580083400429,24,37,"N[18,3]",egl MR1,18,3,18,egl,control,egl,2004,Feb,0,0,0,egl,MR1,rats.present,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-02-01,egl control rats.present
9.06262,2.7092313181347647,6,16,"N[19,3]",egl MR1,19,3,19,egl,control,egl,2004,May,0,0,0,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-05-01,egl control rats.present
4.1717,1.4689929077209394,3,8,"N[20,3]",egl MR1,20,3,20,egl,control,egl,2004,Aug,0,0,0,egl,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-08-01,egl control rats.present
1.1363866666666667,1.3230710540011257,0,5,"N[1,7]",hol MR1,1,7,1,hol,no control,hol,1999,May,81.48714031066973,71.70723020685718,1.9110890770494877,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-05-01,hol no control rats.present
1.65612,1.4600322223249962,0,5,"N[2,7]",hol MR1,2,7,2,hol,no control,hol,1999,Aug,106.95187165775403,64.57978386696256,2.0291883891274822,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-08-01,hol no control rats.present
5.798333333333333,1.1131122206143431,5,9,"N[3,7]",hol MR1,3,7,3,hol,no control,hol,1999,Nov,106.95187165775403,18.445278239336712,2.0291883891274822,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,1999-11-01,hol no control rats.present
7.388353333333334,2.6577249879993796,4,14,"N[4,7]",hol MR1,4,7,4,hol,no control,hol,2000,Feb,61.11535523300229,8.271850637851053,1.7861503404411878,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2000-02-01,hol no control rats.present
13.363853333333333,4.344000063773701,7,24,"N[5,7]",hol MR1,5,7,5,hol,no control,hol,2000,May,437.99337916984973,32.77448264695984,2.6414675456371306,hol,MR1,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-05-01,hol no control rats.present
14.707453333333333,4.869922780579599,8,26,"N[6,7]",hol MR1,6,7,6,hol,no control,hol,2000,Aug,494.0157881334352,33.58948534031964,2.693740828659808,hol,MR1,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-08-01,hol no control rats.present
22.921,4.027924257955394,18,33,"N[7,7]",hol MR1,7,7,7,hol,no control,hol,2000,Nov,534.75935828877,23.330542222798748,2.728158393463501,hol,MR1,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-11-01,hol no control rats.present
15.550093333333333,4.043247825322535,10,26,"N[8,7]",hol MR1,8,7,8,hol,no control,hol,2001,Feb,0,0,0,hol,MR1,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,hol no control rats.present
15.954006666666666,3.1086560394439533,12,24,"N[9,7]",hol MR1,9,7,9,hol,no control,hol,2001,May,0,0,0,hol,MR1,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-05-01,hol no control rats.present
1.2033133333333332,1.3067625668083693,0,5,"N[10,7]",hol MR1,10,7,10,hol,no control,hol,2001,Aug,0,0,0,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,hol no control rats.present
0.4812666666666667,0.8066887465851467,0,3,"N[11,7]",hol MR1,11,7,11,hol,no control,hol,2001,Nov,0,0,0,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,hol no control rats.present
1.5046466666666667,0.8118104060656394,1,4,"N[12,7]",hol MR1,12,7,12,hol,no control,hol,2002,May,20.371785077667433,13.539248468744,1.3090290857215254,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,hol no control rats.present
0.41385333333333335,0.7468126516624725,0,2,"N[13,7]",hol MR1,13,7,13,hol,control,hol,2002,Nov,20.371785077667433,49.22464901656166,1.3090290857215254,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,hol control rats.present
1.7238,0.9751922374585087,1,4,"N[14,7]",hol MR1,14,7,14,hol,control,hol,2003,Feb,106.95187165775401,62.04424623375915,2.0291883891274822,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,hol control rats.present
4.95654,1.9479484571606638,3,10,"N[15,7]",hol MR1,15,7,15,hol,control,hol,2003,May,1807.9959256429845,364.7697639165596,3.257197447448657,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-05-01,hol control rats.present
8.627473333333333,3.0680265048615727,5,17,"N[16,7]",hol MR1,16,7,16,hol,control,hol,2003,Aug,2373.3129615482558,275.08783508824786,3.3753550110835633,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-08-01,hol control rats.present
6.376533333333334,2.3553668434539032,4,13,"N[17,7]",hol MR1,17,7,17,hol,control,hol,2003,Nov,2403.8706391647565,376.98707330494466,3.3809110930276507,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-11-01,hol control rats.present
9.8058,3.2223504232596536,6,18,"N[18,7]",hol MR1,18,7,18,hol,control,hol,2004,Feb,0,0,0,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-02-01,hol control rats.present
2.9605466666666667,1.2640097913494337,2,6,"N[19,7]",hol MR1,19,7,19,hol,control,hol,2004,May,10.185892538833716,3.4405444958927798,1.0079990900575442,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-05-01,hol control rats.present
2.3225666666666664,1.2551525464825606,1,5,"N[20,7]",hol MR1,20,7,20,hol,control,hol,2004,Aug,10.185892538833716,4.385619015816001,1.0079990900575442,hol,MR1,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-08-01,hol control rats.present
64.60988,10.805854500942685,41,80,"N[1,4]",egl MR2,1,4,1,egl,control,egl,1999,May,1884.3901196842373,29.165665060579546,3.275170818460558,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,1999-05-01,egl control rats.present
251.78749333333334,37.86922094220125,180,321,"N[2,4]",egl MR2,2,4,2,egl,control,egl,1999,Aug,2454.8001018589252,9.749491801044678,3.3900161326324123,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,1999-08-01,egl control rats.present
145.63196,13.092100261060544,124,175,"N[3,4]",egl MR2,3,4,3,egl,control,egl,1999,Nov,2470.078940667176,16.961104833493803,3.3927108329958267,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,1999-11-01,egl control rats.present
34.78089333333333,3.516120213525782,30,43,"N[4,4]",egl MR2,4,4,4,egl,control,egl,2000,Feb,5.092946269416858,0.14642942665695932,0.706969094393563,egl,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-02-01,egl control rats.present
